,year,CG_max,CG_min,CG_mean,CG_median,CG_var,IP_outs_max,IP_outs_min,IP_outs_mean,IP_outs_median,IP_outs_var,batters_faced_max,batters_faced_min,batters_faced_mean,batters_faced_median,Opp_BA_max,Opp_BA_min,Opp_BA_mean,Opp_BA_median,BB_max,BB_min,BB_mean,BB_median,BB_var,SO_max,SO_min,SO_mean,SO_median,SO_var,ERA_max,ERA_min,ERA_mean,ERA_median
172,1893,50,0,11.763636363636364,5.5,176.5858215179316,1446,2,378.1181818181818,203.5,155579.62810675564,2111.0,7.0,579.3090909090909,325.5,,,,,218,0.0,55.845454545454544,33.0,2965.0125938281903,208,0,30.381818181818183,13.0,1315.0088407005837,63.0,0.0,7.549909090909091,5.140000000000001
173,1894,46,0,9.992307692307692,4.0,153.2324985092427,1342,0,319.18461538461537,137.5,139916.27573047107,1987.0,1.0,493.2,229.5,,,,,200,0.0,45.15384615384615,23.0,2440.890876565295,195,0,25.638461538461538,9.5,1271.6899821109123,189.0,0.0,,5.74
174,1895,47,0,11.191304347826087,5.0,153.48939740655987,1333,0,360.18260869565216,188.0,133714.06285278415,1936.0,4.0,544.6434782608695,314.0,,,,,182,0.0,44.52173913043478,31.0,1685.9710144927535,201,0,31.504347826086956,18.0,1378.7784897025172,27.0,0.0,,
175,1896,44,0,11.456140350877194,5.0,165.34761682968482,1297,0,362.1578947368421,190.5,142996.98369818353,1850.0,1.0,536.2982456140351,308.5,,,,,166,0.0,42.578947368421055,29.0,1851.0777829529577,140,0,30.903508771929825,14.5,1317.0260052786834,36.0,0.0,,4.875
176,1897,38,0,13.223300970873787,9.0,159.97905958499905,1104,2,407.88349514563106,285.0,127036.90786217399,1612.0,2.0,603.9902912621359,433.0,,,,,168,0.0,45.9126213592233,33.0,1662.296211688559,156,0,36.25242718446602,20.0,1499.2689891490577,18.9,0.0,5.571359223300971,4.63
177,1898,42,0,13.870689655172415,7.0,187.12226386806597,1192,3,412.62068965517244,265.5,148034.41139430285,1713.0,8.0,592.2931034482758,412.0,,,,,213,1.0,43.89655172413793,29.0,1758.0761619190405,239,0,36.61206896551724,19.0,1789.5612443778111,18.0,0.45,4.689310344827586,3.715
178,1899,40,0,12.253846153846155,6.5,163.19862850327968,1137,0,366.65384615384613,211.0,130993.09630292188,1654.0,2.0,529.3538461538461,315.0,,,,,170,1.0,38.3,24.5,1400.5837209302326,145,0,29.746153846153845,12.5,1247.7722719141325,18.0,0.0,,4.55
179,1900,34,0,12.972222222222221,10.0,138.47809076682316,1029,8,413.0833333333333,340.0,121864.6690140845,1493.0,12.0,593.375,516.0,,,,,113,0.0,42.138888888888886,36.5,1186.1494522691705,132,0,37.458333333333336,26.5,1303.519366197183,21.0,0.0,4.575972222222222,3.885
180,1901,41,0,12.50326797385621,6.0,157.30426556587548,1146,0,383.19607843137254,230.0,132483.48761609907,1631.0,3.0,545.7908496732026,341.0,,,,,152,0.0,35.71895424836601,30.0,1133.7165462676298,239,0,45.60130718954248,23.0,2839.254471964224,27.0,0.0,,4.63
181,1902,45,0,10.449197860962567,4.0,134.53907193375883,1230,3,316.4652406417112,130.0,112422.13184980737,1652.0,3.0,441.49732620320856,188.0,,,,,128,0.0,29.101604278074866,16.0,873.7691909608418,225,0,35.593582887700535,13.0,2128.9737220401357,18.0,0.0,4.034652406417112,3.46
182,1903,44,0,12.316129032258065,8.0,144.38642647674905,1302,6,380.18709677419355,258.0,120554.19204021785,1786.0,10.0,526.6709677419354,375.0,,,,,143,0.0,35.12903225806452,26.0,1009.9832425638878,302,0,51.39354838709677,29.0,3125.694763301215,12.46,0.0,3.8563225806451613,3.36
183,1904,48,0,15.726618705035971,13.0,178.997184860807,1364,2,474.7913669064748,413.0,141296.07934521948,1720.0,6.0,644.0287769784172,566.0,,,,,144,0.0,41.30935251798561,37.0,1044.7079553748306,349,0,66.92805755395683,54.0,3836.386091127098,40.5,0.0,3.7014388489208634,2.85
184,1905,41,0,13.534246575342467,12.5,138.22295701464336,1134,1,451.6575342465753,433.5,126745.04052905054,1475.0,5.0,609.2876712328767,598.0,,,,,149,0.0,42.95890410958904,37.0,1281.3362305148796,287,0,65.54109589041096,53.0,3592.3879546528105,81.0,0.0,4.078972602739726,2.9800000000000004
185,1906,37,0,11.575757575757576,7.0,123.87989652623799,1075,3,394.6545454545454,357.0,115283.38603104213,1416.0,3.0,530.5515151515151,474.0,,,,,127,0.0,37.92727272727273,32.0,1052.5556541019955,196,0,55.13939393939394,38.0,2673.2914264597193,18.0,0.0,3.4690909090909092,2.91
186,1907,37,0,10.566473988439306,6.0,107.84003226240085,1267,1,378.4393063583815,272.0,111873.2361204463,1622.0,1.0,505.7456647398844,364.0,,,,,112,0.0,36.48554913294798,29.0,980.5651969350719,232,0,50.26589595375722,34.0,2482.4405161984137,15.43,0.0,3.3779190751445087,2.67
187,1908,42,0,9.163934426229508,6.0,94.19275806161052,1392,1,365.73770491803276,265.0,112205.65609800036,1755.0,1.0,483.90710382513663,350.0,,,,,125,0.0,33.43715846994535,22.0,889.4781721011229,269,0,49.78142076502732,31.0,2888.2486639044014,135.0,0.0,4.193333333333333,2.57
188,1909,37,0,7.49537037037037,4.0,72.78137381567615,1095,3,308.5138888888889,198.0,86444.3253875969,1376.0,3.0,410.1388888888889,271.5,,,,,108,0.0,30.84722222222222,20.0,831.9067829457364,205,0,43.31018518518518,23.5,2267.359151593454,36.0,0.0,3.4700462962962964,2.705
189,1910,38,0,7.350710900473934,4.0,70.9621304445949,1110,1,318.1090047393365,205.0,90312.0118709095,1367.0,2.0,425.7867298578199,299.0,,,,,133,0.0,35.48341232227488,27.0,1046.7842473482283,313,0,45.96208530805687,27.0,2629.06522229745,63.0,0.0,3.916208530805687,3.07
190,1911,36,0,6.3392070484581495,3.0,63.1808896339324,1106,2,291.3303964757709,155.0,86557.6912401076,1480.0,6.0,404.58590308370043,222.0,0.66,0.0,0.28259911894273126,0.26,181,0.0,34.87665198237885,21.0,1223.7015321040114,255,0,43.54625550660793,23.0,2669.0631164477018,54.0,0.0,4.856651982378855,3.74
191,1912,35,0,5.678571428571429,1.0,69.00782583949915,1179,0,260.4761904761905,108.5,91494.18668184405,1564.0,1.0,364.50396825396825,155.0,1.0,0.0,0.30607142857142855,0.28,159,0.0,30.404761904761905,15.0,1115.397268070575,303,0,38.82936507936508,13.0,2667.1938752924807,36.0,0.0,,3.775
192,1913,29,0,5.518828451882845,2.0,54.233887697338346,1038,0,276.9916317991632,153.0,87789.97471959495,1324.0,1.0,384.07112970711296,208.0,1.0,0.0,0.2757740585774059,0.26,136,0.0,30.635983263598327,18.0,983.1736577476179,243,0,39.57740585774059,17.0,2189.1441932421503,54.0,0.0,,3.38
193,1914,34,0,7.303886925795053,4.0,70.68746710773625,1132,1,355.2190812720848,276.0,101058.49793248628,1502.0,0.0,474.51943462897526,384.0,9.99,0.0,3.2536395759717314,0.27,140,0.0,39.381625441696116,33.0,1133.4992356464427,236,0,52.83745583038869,35.0,2820.732350951056,22.5,0.0,3.7098939929328623,3.1
194,1915,36,0,6.656957928802589,3.0,62.75856344302946,1178,0,323.5275080906149,200.0,92148.34745513386,1527.0,0.0,418.24271844660194,243.0,9.99,0.0,2.968381877022654,0.27,165,0.0,35.993527508090615,23.0,1100.0583995292734,241,0,45.679611650485434,26.0,2274.1600050435004,40.5,0.0,,4.5
195,1916,38,0,6.636363636363637,4.0,59.63359483156437,1167,1,341.0808080808081,277.5,92429.05942675486,1500.0,4.0,460.07575757575756,374.5,0.66,0.0,0.25722222222222224,0.25,168,0.0,35.7979797979798,32.0,1018.862533969133,228,0,48.10606060606061,30.0,2328.0851407475775,40.5,0.0,3.840050505050505,2.92
196,1917,35,0,7.720670391061453,5.0,75.84288494130939,1164,3,377.1564245810056,340.0,98335.45853995354,1529.0,3.0,512.072625698324,490.0,0.62,0.0,0.25731843575418994,0.25,123,0.0,38.4804469273743,35.0,1000.2285481137405,200,0,48.273743016759774,37.0,2063.525767371791,38.57,0.0,3.5070391061452515,2.82
197,1918,30,0,6.037735849056604,3.0,54.77582044174193,997,0,260.2830188679245,150.0,70351.84369131718,1342.0,2.0,356.77358490566036,212.0,1.0,0.0,0.2661792452830189,0.26,117,0.0,27.0188679245283,16.0,766.084950371099,162,0,27.712264150943398,16.0,1054.5566261289457,108.0,0.0,,2.84
198,1919,30,0,5.786666666666667,2.0,55.44535714285714,920,0,268.1644444444444,154.0,70826.28087301587,1229.0,1.0,368.29777777777775,215.0,1.0,0.0,0.29164444444444443,0.27,107,0.0,26.58222222222222,19.0,596.7086111111112,147,0,30.537777777777777,14.0,1175.347896825397,31.5,0.0,,18.0
199,1920,33,0,6.518691588785047,1.0,73.03955508753455,1090,2,312.0981308411215,143.0,103230.55840024572,1447.0,4.0,438.77570093457945,207.5,0.83,0.0,,,149,0.0,31.88785046728972,20.0,1026.2314948883331,173,0,33.967289719626166,14.0,1487.1961081128516,54.0,0.0,4.902523364485981,3.84
200,1921,32,0,6.033175355450237,2.0,61.20365605958023,1010,2,312.8341232227488,210.0,89713.17711577522,1401.0,3.0,453.13744075829385,308.0,0.63,0.0,0.2995260663507109,0.29,123,0.0,32.345971563981045,25.0,862.4464003610923,143,0,32.99526066350711,19.0,1226.6809298126834,36.0,0.0,5.173601895734597,4.29
201,1922,31,0,5.849056603773585,2.0,56.83018867924528,1056,0,312.6981132075472,233.0,86084.59089689708,1464.0,1.0,,,1.0,0.0,0.3032547169811321,0.29,103,0.0,34.04716981132076,29.5,872.3958687293213,149,0,32.7122641509434,21.0,1154.585062147903,40.5,0.0,,4.43
202,1923,33,0,5.719626168224299,1.0,59.53604493001623,1073,0,309.64953271028037,214.5,89096.49161949892,1548.0,2.0,449.803738317757,332.5,1.0,0.0,0.31098130841121496,0.28,120,0.0,35.49065420560748,26.5,1047.7440437014611,197,0,32.742990654205606,18.0,1309.468847352025,36.0,0.0,,0.0
203,1924,30,0,5.254385964912281,2.0,47.635443233634746,945,0,288.6842105263158,224.5,72652.49895664271,1377.0,2.0,,,1.0,0.0,0.303640350877193,0.29,109,0.0,32.24561403508772,25.0,764.564958652137,262,0,29.05263157894737,18.0,1062.613957801994,27.0,0.0,,4.445
204,1925,27,0,5.571428571428571,2.0,47.801587301587304,903,0,301.84331797235023,216.0,73265.49385560676,1239.0,3.0,443.55299539170505,327.0,1.0,0.0,0.3127188940092166,0.29,131,0.0,35.79723502304147,25.0,959.0698071343232,221,0,30.81566820276498,19.0,1063.873271889401,81.0,0.0,,3.31
205,1926,32,0,5.552884615384615,3.0,43.021344295800816,955,1,316.0576923076923,290.0,68635.78409513192,1367.0,1.0,457.1105769230769,433.0,0.6,0.0,0.28927884615384614,0.28,118,0.0,36.90384615384615,35.0,867.7588257153475,194,0,32.76442307692308,26.5,1100.8282933853586,27.0,0.0,4.914182692307692,4.075
206,1927,30,0,5.3244444444444445,2.0,46.28265873015873,927,0,293.48,221.0,75181.12571428572,1316.0,3.0,425.2266666666667,318.0,1.0,0.0,0.3016,0.29,117,0.0,33.07111111111111,26.0,848.4502777777777,184,0,30.644444444444446,17.0,1163.248015873016,81.0,0.0,,3.8
207,1928,28,0,5.351598173515982,2.0,48.73360981944619,992,0,301.48858447488584,226.0,73688.48954798709,1377.0,1.0,440.9634703196347,344.0,1.0,0.0,0.29484018264840184,0.28,114,0.0,34.986301369863014,31.0,916.0686188261908,200,0,32.39269406392694,19.0,1301.7441665619372,27.0,0.0,,4.41
208,1929,28,0,5.462616822429907,2.0,45.742727392391735,915,1,306.3551401869159,254.0,72516.48361195209,1310.0,1.0,450.3644859813084,386.0,1.0,0.0,0.3088785046728972,0.29,125,0.0,37.429906542056074,31.0,1003.2697117283138,170,0,32.88785046728972,22.5,1231.705673292089,36.0,0.0,5.942102803738318,4.795
209,1930,29,0,5.11214953271028,2.0,43.48971085077443,893,0,306.4766355140187,253.5,68174.62621210127,1299.0,2.0,454.3130841121495,380.0,1.0,0.0,0.3147196261682243,0.3,139,0.0,35.72429906542056,30.0,855.7217542012198,209,0,37.05607476635514,26.5,1529.72454038875,81.0,0.0,,4.625
210,1931,27,0,6.123711340206185,3.0,48.015704289300785,873,3,340.0618556701031,289.5,72105.45729394797,1248.0,5.0,495.8556701030928,431.5,0.6,0.14,0.290979381443299,0.28,130,0.0,39.53092783505155,35.0,879.8254633833662,175,0,40.76288659793814,30.5,1531.1041076865552,27.0,0.0,5.150051546391753,4.395
211,1932,28,0,5.331753554502369,2.0,44.81322500564207,981,2,314.5924170616114,238.0,73155.18546603476,1356.0,3.0,457.82464454976304,356.0,0.66,0.0,0.2865876777251185,0.28,163,0.0,35.7345971563981,29.0,928.6435116226586,191,0,37.241706161137444,27.0,1564.2412999322953,27.0,0.0,5.169526066350711,4.43
212,1933,26,0,5.649746192893401,3.0,44.922614731171656,950,1,333.507614213198,271.0,70805.09815601367,1365.0,4.0,480.65989847715736,416.0,0.85,0.16,0.2830964467005076,0.27,141,0.0,37.30456852791878,31.0,880.9883973894126,199,0,37.78172588832487,26.0,1440.7633378224386,135.0,0.0,5.536903553299492,4.02
213,1934,25,0,4.86697247706422,2.0,41.848581575275865,946,1,298.77522935779814,216.5,72903.63127298863,1329.0,2.0,438.14220183486236,328.0,0.66,0.0,0.29256880733944957,0.28,149,0.0,36.00917431192661,30.5,1033.290238024775,195,0,38.6651376146789,27.0,1654.3988711791317,36.0,0.0,5.389908256880734,4.51
214,1935,31,0,5.060185185185185,2.0,44.20566322136089,976,0,303.8888888888889,227.5,68440.05271317829,1391.0,1.0,445.30555555555554,354.5,0.75,0.0,0.29328703703703707,0.28,113,0.0,36.25,29.5,890.0581395348837,190,0,37.111111111111114,24.0,1420.55503875969,54.0,0.0,,4.525
215,1936,28,0,4.756637168141593,2.0,42.371622418879056,945,0,292.61504424778764,218.0,69434.33559488693,1341.0,3.0,433.0,333.0,1.0,0.0,,0.16,147,0.0,37.23451327433628,29.0,1069.869203539823,238,0,36.42920353982301,21.5,1609.3571878072762,54.0,0.0,,0.0
216,1937,25,0,4.995515695067264,2.0,38.59006989051832,877,0,294.7174887892377,231.0,63879.78018826001,1276.0,3.0,431.0224215246637,352.0,1.0,0.0,0.29233183856502243,0.28,124,0.0,37.856502242152466,31.0,1032.6730093322021,194,0,40.38565022421525,29.0,1666.3731264897185,36.0,0.0,,3.97
217,1938,31,0,4.780701754385965,2.0,37.475925496560784,989,1,284.9780701754386,250.5,62295.290265862895,1475.0,4.0,418.140350877193,358.0,1.0,0.0,0.2866666666666667,0.28,208,0.0,37.84649122807018,31.5,1168.870604374372,240,0,36.58771929824562,25.5,1568.1112141587448,81.0,0.0,5.6970175438596495,4.58
218,1939,31,0,4.108,1.0,31.759373493975904,957,0,261.912,167.0,57795.3094939759,1283.0,3.0,383.7,260.0,1.0,0.0,0.28344,0.28,142,0.0,33.912,24.5,950.7151164658635,246,0,34.072,21.0,1313.842184738956,33.75,0.0,,4.56
219,1940,31,0,4.719827586206897,1.0,43.085665771010596,961,0,285.1508620689655,215.5,62573.02043215405,1304.0,3.0,413.41379310344826,310.0,1.0,0.14,0.28133620689655175,0.27,143,0.0,35.625,28.5,915.5600649350649,261,0,39.03448275862069,26.0,1487.4879832810868,27.0,0.0,,4.4350000000000005
220,1941,30,0,4.4105691056910565,1.0,36.98584702173552,1029,3,270.7235772357724,210.0,58531.98042143687,1466.0,4.0,392.2113821138211,308.5,0.57,0.0,0.2680894308943089,0.26,194,0.0,36.142276422764226,29.0,1043.379674796748,260,0,35.91869918699187,22.0,1472.1321387091423,36.0,0.0,4.7039837398373985,4.13
221,1942,28,0,4.925764192139738,2.0,40.147973645905154,863,3,287.5807860262009,241.0,58802.86734850226,1224.0,4.0,410.1703056768559,344.0,0.56,0.0,0.25742358078602623,0.25,140,0.0,36.61572052401747,32.0,926.0709798513751,186,0,36.39301310043668,28.0,1120.3536351796522,31.5,0.0,4.289213973799127,3.7
222,1943,25,0,4.581589958158996,2.0,36.53848317569706,909,1,281.2050209205021,216.0,61072.91157132309,1286.0,4.0,397.8744769874477,319.0,0.77,0.0,0.2669456066945607,0.26,162,0.0,34.94142259414226,29.0,851.0217643542773,174,0,35.82426778242678,25.0,1267.0026018775711,27.0,0.0,4.384728033472803,3.6
223,1944,33,0,4.799145299145299,2.0,44.14403360111515,1057,1,286.2264957264957,223.0,70345.34332929827,1421.0,2.0,408.6709401709402,322.0,0.55,0.0,0.274017094017094,0.26,137,0.0,33.85897435897436,32.0,879.0486959392539,187,0,34.88461538461539,21.5,1366.6346979201057,108.0,0.0,5.502863247863248,3.91
224,1945,29,0,4.56,2.0,36.17510040160643,940,1,263.856,218.0,53286.92697188755,1261.0,5.0,378.98,321.0,0.83,0.0,0.26876,0.26,130,0.0,33.188,27.5,769.1653172690764,212,0,32.204,24.0,1097.416048192771,189.0,0.0,5.47932,3.7350000000000003
225,1946,36,0,3.590443686006826,1.0,33.60566178876993,1114,0,226.75767918088738,135.0,52637.45820281453,1512.0,2.0,324.08191126279866,199.0,1.0,0.0,0.28477815699658704,0.26,153,0.0,29.976109215017065,21.0,827.9823039880313,348,0,32.95904436860068,19.0,1731.5120155219972,27.0,0.0,,3.53
226,1947,24,0,3.844,1.0,31.561911646586346,897,1,264.52,207.5,56156.77269076305,1218.0,3.0,379.7,310.5,0.75,0.0,0.28044,0.265,141,0.0,36.836,30.5,972.5312289156626,196,0,36.532,24.0,1447.6395341365462,81.0,0.0,5.82132,4.220000000000001
227,1948,28,0,3.588,1.0,28.082586345381525,944,1,263.184,216.5,57344.54432128514,1313.0,3.0,381.812,316.0,0.75,0.0,0.27232,0.26,135,0.0,38.5,33.0,1128.6606425702812,164,0,36.084,24.5,1382.7037590361447,45.0,0.0,5.46924,4.5
228,1949,27,0,4.331858407079646,1.0,37.31604719764012,907,0,292.5486725663717,231.5,63755.973176007865,1258.0,3.0,424.08849557522126,342.5,1.0,0.0,0.2773008849557522,0.27,179,0.0,44.336283185840706,39.0,1360.339744346116,153,0,39.584070796460175,25.5,1462.1284562438545,54.0,0.0,,4.355
229,1950,27,0,4.008032128514056,1.0,35.99993522477005,935,3,264.7309236947791,170.0,64962.245854385284,1325.0,3.0,387.00401606425703,258.0,0.63,0.0,0.2785542168674699,0.27,160,0.0,39.97991967871486,30.0,1261.7536274128772,191,0,38.4136546184739,21.0,1741.7354579608757,33.75,0.0,5.598714859437751,4.61
230,1951,26,0,3.7975708502024292,1.0,31.267798953293177,945,3,269.7368421052632,208.0,58009.24347454001,1289.0,4.0,388.6842105263158,315.0,0.57,0.08,0.2782995951417004,0.26,124,0.0,37.48178137651822,31.0,906.7303577894079,164,0,37.81781376518219,27.0,1434.3203317863138,32.4,0.0,5.550202429149798,4.38
231,1952,30,0,3.65,1.0,32.23610038610039,990,0,256.2230769230769,187.0,57984.14309474309,1310.0,1.0,364.65,270.5,0.66,0.0,0.27,0.26,132,0.0,33.79615384615385,26.0,861.4524948024948,183,0,39.97692307692308,24.5,1741.2504306504306,54.0,0.0,,4.63
232,1953,33,0,3.5850622406639006,1.0,28.235442600276624,1040,0,274.2572614107884,243.0,52243.25020746888,1412.0,1.0,395.9336099585062,362.0,1.0,0.0,0.27796680497925313,0.27,116,0.0,36.053941908713696,32.0,792.701244813278,198,0,42.398340248962654,36.0,1614.240663900415,162.0,0.0,,3.95
233,1954,29,0,3.4854771784232366,1.0,28.359163208852006,1010,2,275.4356846473029,221.0,56118.40522130014,1331.0,6.0,396.4356846473029,332.0,0.66,0.0,0.269253112033195,0.26,181,0.0,37.481327800829874,30.0,922.9506915629322,185,0,42.385892116182575,31.0,1673.879633471646,54.0,0.0,5.008298755186722,4.15
234,1955,26,0,2.6714285714285713,0.0,19.94900153609831,915,0,235.83214285714286,174.0,48600.50577316948,1256.0,1.0,339.35714285714283,259.5,1.0,0.0,0.2775357142857143,0.26,185,0.0,32.31428571428572,25.0,915.1625192012289,245,0,38.660714285714285,25.5,1721.4722862263184,54.0,0.0,,
235,1956,22,0,2.8074074074074074,0.0,25.53897838358805,943,0,245.5,165.0,58133.775092936805,1315.0,2.0,352.7148148148148,239.5,1.0,0.0,0.28085185185185185,0.26,142,0.0,33.333333333333336,25.5,963.0557620817843,263,0,42.61851851851852,26.0,2171.0398044885033,108.0,0.0,,4.79
236,1957,18,0,2.6492537313432836,0.0,18.10872603275756,831,1,250.12313432835822,191.0,54452.340586393875,1148.0,2.0,355.9514925373134,272.0,0.8,0.0,0.2675746268656716,0.26,129,0.0,30.503731343283583,25.5,724.2509223545195,188,0,44.64179104477612,32.5,1985.98356531947,81.0,0.0,4.991082089552239,4.0649999999999995
237,1958,23,0,2.6441281138790034,0.0,20.70147432638536,870,3,235.40569395017795,166.0,51240.47768174885,1176.0,4.0,335.0498220640569,247.0,0.6,0.0,0.2708896797153025,0.26,128,0.0,28.92170818505338,20.0,710.6509913573971,225,0,43.51601423487544,27.0,1973.6649211997967,33.75,0.0,4.948327402135232,4.03
238,1959,21,0,2.7790262172284645,0.0,22.09760355946045,876,1,248.3183520599251,163.0,58608.9922559207,1203.0,5.0,354.7602996254682,247.0,0.83,0.0,0.2767415730337079,0.26,119,0.0,30.651685393258425,24.0,744.8819802314775,242,0,47.21348314606742,30.0,2345.379065641632,81.0,0.0,5.565992509363296,4.15
239,1960,18,0,2.5914396887159534,0.0,18.664457684824903,846,2,259.1828793774319,166.0,55884.0718932393,1173.0,4.0,368.77821011673154,252.0,0.71,0.0,0.2644357976653697,0.25,113,0.0,32.62256809338521,27.0,772.0405824416342,246,0,49.8715953307393,33.0,2382.3389165856033,40.5,0.0,4.936964980544747,4.06
240,1961,22,0,2.6512455516014235,0.0,18.113650228774784,849,0,271.7437722419929,223.0,56232.7626842908,1159.0,1.0,389.93594306049823,330.0,1.0,0.0,0.27366548042704625,0.26,132,0.0,35.220640569395016,30.0,874.6940010167768,269,0,53.20996441281139,40.0,2593.823614641586,54.0,0.0,,3.76
241,1962,22,0,2.5498489425981874,0.0,19.290689371051908,943,0,262.88519637462235,199.0,57602.944355946165,1289.0,1.0,376.26586102719034,287.0,1.0,0.0,0.27018126888217525,0.26,122,0.0,33.0392749244713,25.0,819.3166346241875,232,0,53.07250755287009,39.0,2670.6916964203974,40.5,0.0,,4.14
242,1963,22,0,2.7115987460815045,0.0,20.312789574338044,964,1,273.717868338558,204.0,61422.70002563041,1270.0,4.0,383.56112852664575,292.0,0.75,0.0,0.2619122257053292,0.25,105,0.0,30.065830721003135,24.0,630.0868476567891,306,0,58.84952978056426,44.0,3261.222570532915,27.0,0.0,4.4410971786833855,3.76
243,1964,22,0,2.364985163204748,0.0,17.78007983608874,964,1,259.3916913946588,184.0,56606.352073618764,1264.0,5.0,364.96439169139467,272.0,0.66,0.0,0.2641246290801187,0.25,124,0.0,28.548961424332344,22.0,624.4626254062456,250,0,57.00890207715133,39.0,3149.1814681362157,108.0,0.0,4.807477744807121,3.83
244,1965,27,0,2.309375,0.0,18.56542907523511,1007,1,273.584375,210.0,59926.38784286834,1297.0,3.0,383.634375,294.5,0.66,0.0,0.2530625,0.25,132,0.0,31.3625,25.0,740.7772727272727,382,0,60.259375,43.0,3682.079849137931,27.0,0.0,4.16025,3.55
245,1966,27,0,2.1333333333333333,0.0,16.92984496124031,969,0,252.55652173913043,202.0,54054.34054600607,1274.0,1.0,352.71884057971016,288.0,1.0,0.0,0.25605797101449274,0.25,116,0.0,27.046376811594204,23.0,549.6315638692282,317,0,54.507246376811594,37.0,3121.7623019885405,21.6,0.0,,4.98
246,1967,20,0,2.2798833819241984,0.0,17.026699401565136,907,1,255.25655976676384,198.0,54439.9632243875,1216.0,2.0,355.24198250728864,279.0,0.75,0.0,0.2515743440233236,0.24,123,0.0,28.17784256559767,23.0,617.696349717832,253,0,56.59766763848396,39.0,3297.5160179359964,54.0,0.0,4.2483673469387755,3.36
247,1968,30,0,2.9313725490196076,0.0,26.641176470588235,1008,3,286.6111111111111,206.0,67212.67122040073,1307.0,4.0,394.84640522875816,288.0,0.57,0.0,0.24735294117647058,0.24,110,0.0,29.92156862745098,24.0,624.9446480231437,283,0,62.55882352941177,43.0,3872.5030858244936,27.0,0.0,3.6718627450980392,3.17
248,1969,28,0,2.4306930693069306,0.0,23.541090337321574,976,0,259.08910891089107,182.5,64505.540426995554,1345.0,3.0,366.81188118811883,256.0,1.0,0.0,0.2613118811881188,0.25,129,0.0,33.24009900990099,24.0,890.957097756922,279,0,55.62623762376238,35.0,3605.098168439673,27.0,0.0,,3.91
249,1970,24,0,2.1141439205955335,0.0,17.285446218041308,986,3,259.4937965260546,186.0,60366.71326987889,1336.0,3.0,370.53101736972707,266.0,0.6,0.08,0.26927295285359804,0.262,131,0.0,34.06203473945409,26.0,865.2225102773971,304,0,55.51861042183623,38.0,3260.8771403528262,31.5,0.0,4.677791563275434,4.07
250,1971,30,0,2.9972299168975067,0.0,30.136103416435827,1128,0,288.9224376731302,203.0,70345.69396737458,1538.0,0.0,406.3711911357341,291.0,1.0,0.0,,0.253,153,0.0,34.72576177285318,28.0,847.0606955986458,308,0,58.04986149584487,40.0,3390.21972914743,54.0,0.0,,3.6
251,1972,30,0,2.749318801089918,0.0,25.893271392623696,1130,0,273.4359673024523,202.0,64805.43236402079,1490.0,3.0,381.35694822888286,285.0,1.0,0.0,0.2617901907356948,0.249,157,0.0,31.95367847411444,26.0,733.4377391640982,329,0,56.45231607629428,40.0,3317.3686216703145,54.0,0.0,,3.4
252,1973,29,0,2.930939226519337,0.0,27.44951102676727,1078,0,289.0497237569061,197.0,71468.75098330298,1531.0,2.0,411.0193370165746,291.0,0.591,0.0,,0.2315,162,0.0,36.187845303867405,29.0,930.7346994995485,383,0,56.23756906077348,38.0,3296.7744295312286,81.0,0.0,,3.86
253,1974,29,0,2.9835616438356163,0.0,29.46676200511817,998,3,287.1972602739726,208.0,71858.76867379196,1392.0,3.0,407.82191780821915,297.0,0.667,0.0,0.27146301369863013,0.263,202,0.0,35.515068493150686,28.0,998.1680415474937,367,0,53.41095890410959,37.0,3154.3086707812736,40.5,0.0,4.6490684931506845,3.88
254,1975,30,0,2.858695652173913,0.0,24.841014097855705,984,0,283.07608695652175,220.0,61466.30482170359,1294.0,1.0,403.86141304347825,317.0,1.0,0.0,0.27245380434782607,0.264,138,0.0,36.41847826086956,31.0,880.9742625281365,269,0,52.391304347826086,39.0,2581.661177585594,18.0,0.0,,4.37
255,1976,25,0,2.977077363896848,0.0,25.591427065836708,946,5,300.22063037249285,244.0,59566.10348121068,1256.0,7.0,422.9169054441261,354.0,0.5,0.125,0.2671318051575931,0.26,183,0.0,35.50429799426934,32.0,728.3828837730132,327,0,53.710601719197705,38.0,2475.0740539472386,27.0,0.0,4.160257879656161,3.58
256,1977,22,0,2.185542168674699,0.0,17.972737326116057,991,0,272.8120481927711,231.0,54509.54429893487,1428.0,2.0,389.26506024096386,335.0,1.0,0.059,0.28130843373493974,0.27,204,0.0,33.149397590361446,28.0,751.1370467376753,341,0,52.3421686746988,42.0,2557.950270647809,40.5,0.0,,0.0
257,1978,23,0,2.6445012787723785,0.0,20.650219686536822,1003,1,287.69820971867006,235.0,58678.92407370975,1389.0,3.0,407.14066496163684,336.0,0.5,0.0,0.2637416879795396,0.263,148,0.0,34.69565217391305,31.0,722.8943143812709,303,0,51.29923273657289,41.0,2345.923050691849,67.5,0.0,4.3478260869565215,3.88
258,1979,23,0,2.1842105263157894,0.0,15.64704026252682,1026,0,268.98325358851673,221.0,53209.6424047365,1436.0,2.0,383.6794258373206,312.5,1.0,0.0,0.27396650717703347,0.268,121,0.0,32.538277511961724,26.5,713.2275481050566,313,0,47.930622009569376,36.0,2050.947213521049,16.88,0.0,,13.5
