,year,CG_max,CG_min,CG_mean,CG_median,CG_var,IP_outs_max,IP_outs_min,IP_outs_mean,IP_outs_median,IP_outs_var,batters_faced_max,batters_faced_min,batters_faced_mean,batters_faced_median,Opp_BA_max,Opp_BA_min,Opp_BA_mean,Opp_BA_median,BB_max,BB_min,BB_mean,BB_median,BB_var,SO_max,SO_min,SO_mean,SO_median,SO_var,ERA_max,ERA_min,ERA_mean,ERA_median
85,1956,22,0,2.8074074074074074,0.0,25.53897838358805,943,0,245.5,165.0,58133.775092936805,1315.0,2.0,352.7148148148148,239.5,1.0,0.0,0.28085185185185185,0.26,142,0.0,33.333333333333336,25.5,963.0557620817843,263,0,42.61851851851852,26.0,2171.0398044885033,108.0,0.0,,4.79
86,1957,18,0,2.6492537313432836,0.0,18.10872603275756,831,1,250.12313432835822,191.0,54452.340586393875,1148.0,2.0,355.9514925373134,272.0,0.8,0.0,0.2675746268656716,0.26,129,0.0,30.503731343283583,25.5,724.2509223545195,188,0,44.64179104477612,32.5,1985.98356531947,81.0,0.0,4.991082089552239,4.0649999999999995
87,1958,23,0,2.6441281138790034,0.0,20.70147432638536,870,3,235.40569395017795,166.0,51240.47768174885,1176.0,4.0,335.0498220640569,247.0,0.6,0.0,0.2708896797153025,0.26,128,0.0,28.92170818505338,20.0,710.6509913573971,225,0,43.51601423487544,27.0,1973.6649211997967,33.75,0.0,4.948327402135232,4.03
88,1959,21,0,2.7790262172284645,0.0,22.09760355946045,876,1,248.3183520599251,163.0,58608.9922559207,1203.0,5.0,354.7602996254682,247.0,0.83,0.0,0.2767415730337079,0.26,119,0.0,30.651685393258425,24.0,744.8819802314775,242,0,47.21348314606742,30.0,2345.379065641632,81.0,0.0,5.565992509363296,4.15
89,1960,18,0,2.5914396887159534,0.0,18.664457684824903,846,2,259.1828793774319,166.0,55884.0718932393,1173.0,4.0,368.77821011673154,252.0,0.71,0.0,0.2644357976653697,0.25,113,0.0,32.62256809338521,27.0,772.0405824416342,246,0,49.8715953307393,33.0,2382.3389165856033,40.5,0.0,4.936964980544747,4.06
90,1961,22,0,2.6512455516014235,0.0,18.113650228774784,849,0,271.7437722419929,223.0,56232.7626842908,1159.0,1.0,389.93594306049823,330.0,1.0,0.0,0.27366548042704625,0.26,132,0.0,35.220640569395016,30.0,874.6940010167768,269,0,53.20996441281139,40.0,2593.823614641586,54.0,0.0,,3.76
91,1962,22,0,2.5498489425981874,0.0,19.290689371051908,943,0,262.88519637462235,199.0,57602.944355946165,1289.0,1.0,376.26586102719034,287.0,1.0,0.0,0.27018126888217525,0.26,122,0.0,33.0392749244713,25.0,819.3166346241875,232,0,53.07250755287009,39.0,2670.6916964203974,40.5,0.0,,4.14
92,1963,22,0,2.7115987460815045,0.0,20.312789574338044,964,1,273.717868338558,204.0,61422.70002563041,1270.0,4.0,383.56112852664575,292.0,0.75,0.0,0.2619122257053292,0.25,105,0.0,30.065830721003135,24.0,630.0868476567891,306,0,58.84952978056426,44.0,3261.222570532915,27.0,0.0,4.4410971786833855,3.76
93,1964,22,0,2.364985163204748,0.0,17.78007983608874,964,1,259.3916913946588,184.0,56606.352073618764,1264.0,5.0,364.96439169139467,272.0,0.66,0.0,0.2641246290801187,0.25,124,0.0,28.548961424332344,22.0,624.4626254062456,250,0,57.00890207715133,39.0,3149.1814681362157,108.0,0.0,4.807477744807121,3.83
94,1965,27,0,2.309375,0.0,18.56542907523511,1007,1,273.584375,210.0,59926.38784286834,1297.0,3.0,383.634375,294.5,0.66,0.0,0.2530625,0.25,132,0.0,31.3625,25.0,740.7772727272727,382,0,60.259375,43.0,3682.079849137931,27.0,0.0,4.16025,3.55
95,1966,27,0,2.1333333333333333,0.0,16.92984496124031,969,0,252.55652173913043,202.0,54054.34054600607,1274.0,1.0,352.71884057971016,288.0,1.0,0.0,0.25605797101449274,0.25,116,0.0,27.046376811594204,23.0,549.6315638692282,317,0,54.507246376811594,37.0,3121.7623019885405,21.6,0.0,,4.98
96,1967,20,0,2.2798833819241984,0.0,17.026699401565136,907,1,255.25655976676384,198.0,54439.9632243875,1216.0,2.0,355.24198250728864,279.0,0.75,0.0,0.2515743440233236,0.24,123,0.0,28.17784256559767,23.0,617.696349717832,253,0,56.59766763848396,39.0,3297.5160179359964,54.0,0.0,4.2483673469387755,3.36
97,1968,30,0,2.9313725490196076,0.0,26.641176470588235,1008,3,286.6111111111111,206.0,67212.67122040073,1307.0,4.0,394.84640522875816,288.0,0.57,0.0,0.24735294117647058,0.24,110,0.0,29.92156862745098,24.0,624.9446480231437,283,0,62.55882352941177,43.0,3872.5030858244936,27.0,0.0,3.6718627450980392,3.17
98,1969,28,0,2.4306930693069306,0.0,23.541090337321574,976,0,259.08910891089107,182.5,64505.540426995554,1345.0,3.0,366.81188118811883,256.0,1.0,0.0,0.2613118811881188,0.25,129,0.0,33.24009900990099,24.0,890.957097756922,279,0,55.62623762376238,35.0,3605.098168439673,27.0,0.0,,3.91
99,1970,24,0,2.1141439205955335,0.0,17.285446218041308,986,3,259.4937965260546,186.0,60366.71326987889,1336.0,3.0,370.53101736972707,266.0,0.6,0.08,0.26927295285359804,0.262,131,0.0,34.06203473945409,26.0,865.2225102773971,304,0,55.51861042183623,38.0,3260.8771403528262,31.5,0.0,4.677791563275434,4.07
100,1971,30,0,2.9972299168975067,0.0,30.136103416435827,1128,0,288.9224376731302,203.0,70345.69396737458,1538.0,0.0,406.3711911357341,291.0,1.0,0.0,,0.253,153,0.0,34.72576177285318,28.0,847.0606955986458,308,0,58.04986149584487,40.0,3390.21972914743,54.0,0.0,,3.6
101,1972,30,0,2.749318801089918,0.0,25.893271392623696,1130,0,273.4359673024523,202.0,64805.43236402079,1490.0,3.0,381.35694822888286,285.0,1.0,0.0,0.2617901907356948,0.249,157,0.0,31.95367847411444,26.0,733.4377391640982,329,0,56.45231607629428,40.0,3317.3686216703145,54.0,0.0,,3.4
102,1973,29,0,2.930939226519337,0.0,27.44951102676727,1078,0,289.0497237569061,197.0,71468.75098330298,1531.0,2.0,411.0193370165746,291.0,0.591,0.0,,0.2315,162,0.0,36.187845303867405,29.0,930.7346994995485,383,0,56.23756906077348,38.0,3296.7744295312286,81.0,0.0,,3.86
103,1974,29,0,2.9835616438356163,0.0,29.46676200511817,998,3,287.1972602739726,208.0,71858.76867379196,1392.0,3.0,407.82191780821915,297.0,0.667,0.0,0.27146301369863013,0.263,202,0.0,35.515068493150686,28.0,998.1680415474937,367,0,53.41095890410959,37.0,3154.3086707812736,40.5,0.0,4.6490684931506845,3.88
104,1975,30,0,2.858695652173913,0.0,24.841014097855705,984,0,283.07608695652175,220.0,61466.30482170359,1294.0,1.0,403.86141304347825,317.0,1.0,0.0,0.27245380434782607,0.264,138,0.0,36.41847826086956,31.0,880.9742625281365,269,0,52.391304347826086,39.0,2581.661177585594,18.0,0.0,,4.37
105,1976,25,0,2.977077363896848,0.0,25.591427065836708,946,5,300.22063037249285,244.0,59566.10348121068,1256.0,7.0,422.9169054441261,354.0,0.5,0.125,0.2671318051575931,0.26,183,0.0,35.50429799426934,32.0,728.3828837730132,327,0,53.710601719197705,38.0,2475.0740539472386,27.0,0.0,4.160257879656161,3.58
106,1977,22,0,2.185542168674699,0.0,17.972737326116057,991,0,272.8120481927711,231.0,54509.54429893487,1428.0,2.0,389.26506024096386,335.0,1.0,0.059,0.28130843373493974,0.27,204,0.0,33.149397590361446,28.0,751.1370467376753,341,0,52.3421686746988,42.0,2557.950270647809,40.5,0.0,,0.0
107,1978,23,0,2.6445012787723785,0.0,20.650219686536822,1003,1,287.69820971867006,235.0,58678.92407370975,1389.0,3.0,407.14066496163684,336.0,0.5,0.0,0.2637416879795396,0.263,148,0.0,34.69565217391305,31.0,722.8943143812709,303,0,51.29923273657289,41.0,2345.923050691849,67.5,0.0,4.3478260869565215,3.88
108,1979,23,0,2.1842105263157894,0.0,15.64704026252682,1026,0,268.98325358851673,221.0,53209.6424047365,1436.0,2.0,383.6794258373206,312.5,1.0,0.0,0.27396650717703347,0.268,121,0.0,32.538277511961724,26.5,713.2275481050566,313,0,47.930622009569376,36.0,2050.947213521049,16.88,0.0,,13.5
109,1980,28,0,2.183673469387755,0.0,15.377942481340362,912,3,289.7551020408163,248.5,53277.540894618716,1228.0,5.0,411.25,354.5,0.571,0.136,0.27369132653061223,0.27,128,0.0,33.64795918367347,30.0,620.4332950571533,286,0,51.56122448979592,42.0,2044.1036588548463,63.0,0.0,4.470433673469388,3.98
110,1981,18,0,1.3636363636363635,0.0,7.6743845966366075,605,3,201.29679144385025,170.0,22930.021598256655,837.0,4.0,283.1336898395722,247.0,0.667,0.0,0.26225133689839575,0.258,78,0.0,23.711229946524064,21.0,294.5276483491276,180,0,35.393048128342244,28.0,911.3383965821279,40.5,0.0,4.079358288770053,3.635
111,1982,19,0,1.8258706467661692,0.0,11.964615823625017,887,2,282.6741293532338,236.0,51499.58681033734,1193.0,3.0,400.7562189054726,335.0,0.769,0.143,0.27150746268656717,0.2655,109,0.0,33.08955223880597,27.5,660.016898053374,286,0,52.788557213930346,43.0,2227.51378394809,54.0,0.0,4.629850746268657,4.035
112,1983,21,0,1.7951807228915662,0.0,10.646353530062278,881,0,272.83373493975904,230.0,49498.58340026774,1204.0,2.0,387.0240963855422,328.0,1.0,0.0,0.2763421686746988,0.266,113,0.0,32.57349397590362,29.0,674.1823875210989,275,0,52.327710843373495,44.0,2207.8875152785054,27.0,0.0,,4.59
113,1984,17,0,1.5228915662650602,0.0,9.240416739421454,801,1,272.56385542168675,224.0,50466.6957918631,1133.0,1.0,386.9060240963855,324.0,0.615,0.0,0.2692144578313253,0.263,118,0.0,32.096385542168676,27.0,660.0438274838484,276,0,54.21686746987952,44.0,2310.2378790524417,27.0,0.0,4.426506024096385,3.82
114,1985,16,0,1.4315068493150684,0.0,8.676075985078837,830,1,257.93607305936075,204.5,49376.64578957817,1132.0,3.0,366.027397260274,298.5,0.75,0.0,0.2711872146118722,0.261,120,0.0,31.59360730593607,25.5,680.3241695662623,268,0,51.257990867579906,39.5,2216.709032109756,27.0,0.0,4.846369863013699,4.04
115,1986,20,0,1.2781456953642385,0.0,8.117154076071031,826,0,249.49889624724062,190.0,46655.75055187638,1145.0,3.0,355.09492273730683,272.0,0.75,0.0,,0.232,143,0.0,31.40618101545254,24.0,698.232882064506,306,0,54.53863134657836,36.0,2775.3862255562717,31.5,0.0,,4.35
116,1987,18,0,1.1961620469083156,0.0,7.482805751462468,856,1,240.34968017057568,182.0,44764.595411222275,1231.0,2.0,345.2494669509595,262.0,0.75,0.0,0.27664818763326227,0.268,140,0.0,30.680170575692962,24.0,701.4316786033204,270,0,53.51599147121535,36.0,2654.801559965739,54.0,0.0,5.241044776119403,4.5
117,1988,15,0,1.349240780911063,0.0,7.823417900594172,827,2,245.12581344902387,184.0,49757.84935395643,1156.0,3.0,345.72668112798266,261.0,0.571,0.0,0.26740563991323213,0.263,126,0.0,28.164859002169198,22.0,587.7466754692068,291,0,50.66160520607375,36.0,2524.541761765538,27.0,0.0,4.451475054229935,3.94
118,1989,12,0,0.9877300613496932,0.0,4.46706225485266,787,0,231.38036809815952,177.0,43649.375515438,1081.0,1.0,327.26584867075667,254.0,1.0,0.0,0.2665685071574642,0.259,114,0.0,27.664621676891617,21.0,558.1495859733816,301,0,48.3640081799591,34.0,2270.3139478359985,27.0,0.0,,3.46
119,1990,12,0,0.825,0.0,3.3739402697495184,801,1,216.71346153846153,158.0,40927.19134059582,1088.0,2.0,308.3,231.0,0.857,0.0,0.27170384615384613,0.263,120,0.0,26.638461538461538,21.0,570.4355120794427,233,0,45.871153846153845,32.0,2214.536353194012,135.0,0.0,4.970980769230769,4.05
120,1991,15,0,0.7334669338677354,0.0,3.4529138598482105,814,1,227.07214428857716,181.0,42364.14337912773,1077.0,2.0,322.1362725450902,258.0,0.75,0.0,0.27115831663326656,0.261,152,0.0,28.024048096192384,21.0,593.5456052667585,241,0,48.877755511022045,37.0,2220.7902471609887,54.0,0.0,4.926072144288577,4.06
121,1992,13,0,0.8839662447257384,0.0,4.483336455517792,804,3,239.4282700421941,185.0,43410.101609263074,1108.0,4.0,338.7025316455696,262.5,0.583,0.0,0.2673565400843882,0.261,144,0.0,28.864978902953588,24.0,532.8527667014567,241,0,49.65822784810127,37.0,2185.794149918377,27.0,0.0,4.5,3.96
122,1993,13,0,0.6684684684684684,0.0,2.7960256285166034,801,1,218.95675675675676,152.0,40976.20751292809,1087.0,1.0,314.52972972972975,218.0,0.667,0.0,0.2740468468468468,0.271,122,0.0,27.225225225225227,20.0,560.514163983478,308,0,47.4054054054054,32.0,2207.0573714508732,45.0,0.0,5.00954954954955,4.36
123,1994,10,0,0.5182926829268293,0.0,1.7206422929809746,606,2,174.3069105691057,133.5,22732.828220985877,774.0,2.0,253.0142276422764,191.0,0.667,0.0,0.28326422764227643,0.273,89,0.0,22.6239837398374,17.0,340.74834417896113,204,0,40.17479674796748,29.0,1383.289139469806,54.0,0.0,5.666260162601626,4.73
124,1995,10,0,0.44426494345718903,0.0,1.3670342080085325,665,0,174.63004846526655,121.0,28024.521490450723,927.0,1.0,253.15508885298868,178.0,1.0,0.0,0.2820468497576737,0.273,108,0.0,23.004846526655896,18.0,415.5258664408091,294,0,41.07431340872375,28.0,1801.4928504582504,94.5,0.0,,3.88
125,1996,10,0,0.48986486486486486,0.0,1.6445671559884758,797,1,205.5439189189189,145.5,38305.99468377006,1100.0,1.0,299.42736486486484,221.5,0.8,0.0,0.28283783783783784,0.276,119,0.0,27.18412162162162,21.0,567.0371078565876,276,0,49.50675675675676,32.5,2478.720766451731,67.5,0.0,5.727736486486487,4.91
126,1997,13,0,0.4478114478114478,0.0,1.741791154944612,792,1,204.31313131313132,145.5,37033.3284276151,1085.0,3.0,295.523569023569,215.0,0.563,0.0,0.27904545454545454,0.273,100,0.0,26.373737373737374,20.0,477.45873575553173,319,0,50.398989898989896,35.5,2580.2031018447547,40.5,0.0,5.3938720538720535,4.705
127,1998,15,0,0.483974358974359,0.0,2.0093735852162817,806,0,208.82051282051282,153.0,39428.73177758571,1102.0,3.0,301.7307692307692,222.0,1.0,0.0,0.2804198717948718,0.2715,111,0.0,26.357371794871796,20.0,547.8833163559287,300,0,51.11057692307692,37.5,2625.4115091369304,162.0,0.0,,4.5600000000000005
128,1999,12,0,0.36973478939157567,0.0,1.2458950858034321,815,1,202.2371294851794,149.0,37212.65930674727,1079.0,3.0,295.93135725429016,220.0,1.0,0.0,0.28759282371294853,0.276,125,0.0,27.911076443057723,22.0,599.7248927457098,364,0,48.54758190327613,35.0,2358.160623049922,81.0,0.0,6.163853354134165,4.85
129,2000,9,0,0.345642540620384,0.0,1.0637864578325888,753,0,191.62924667651404,145.0,34680.9910368577,1047.0,1.0,281.0354505169867,211.0,0.833,0.0,,0.26,125,0.0,26.937961595273265,20.0,593.1973289748543,347,0,46.31610044313146,33.0,2329.2697551851625,67.5,0.0,,4.32
130,2001,8,0,0.3052147239263804,0.0,0.8237515667260373,770,1,199.17484662576686,144.5,34884.903329469525,1021.0,1.0,286.7730061349693,213.5,0.75,0.0,0.2733819018404908,0.269,112,0.0,24.242331288343557,18.0,464.33749870421155,372,0,49.69938650306749,36.0,2405.9525034632893,135.0,0.0,5.501411042944786,4.5
131,2002,8,0,0.32473444613050073,0.0,0.9126243594651563,780,0,196.97572078907436,140.0,34866.926461295785,1035.0,1.0,283.17905918057664,204.0,1.0,0.0,0.27338391502276177,0.267,106,0.0,24.652503793626707,19.0,455.7620415938306,334,0,47.63884673748103,33.0,2253.951436965837,81.0,0.0,,4.44
132,2003,9,0,0.3091715976331361,0.0,0.9694564979180363,798,0,192.31656804733728,128.5,35774.68185842648,1071.0,4.0,277.2914201183432,190.5,1.0,0.0,0.27672041420118343,0.268,106,0.0,23.504437869822485,17.0,452.8784987946526,266,0,45.56360946745562,29.0,2215.665577470962,108.0,0.0,,4.295
133,2004,9,0,0.22058823529411764,0.0,0.5609893441912848,765,0,191.44411764705882,129.5,34808.43575327038,1053.0,1.0,277.26323529411764,194.0,1.0,0.0,0.27939264705882355,0.271,119,0.0,23.855882352941176,18.0,464.8599064368015,290,0,46.805882352941175,32.0,2294.93428051633,54.0,0.0,,10.38
134,2005,7,0,0.2889908256880734,0.0,0.6835845849080462,739,0,198.31345565749234,135.0,38329.80511728976,1065.0,1.0,284.8501529051988,205.0,1.0,0.091,0.2815030581039755,0.27,100,0.0,23.25229357798165,17.0,426.5534020821333,238,0,46.85626911314985,32.0,2283.6791566564107,108.0,0.0,,6.105
135,2006,6,0,0.2057142857142857,0.0,0.4840874718986307,722,1,185.39142857142858,130.5,32438.68204373595,993.0,2.0,268.67285714285714,193.5,0.667,0.0,0.27868857142857145,0.273,115,0.0,22.638571428571428,17.0,401.3756202738606,245,0,45.22142857142857,31.0,2117.9780809319436,54.0,0.0,5.549628571428571,4.695
136,2007,7,0,0.15598885793871867,0.0,0.32151917421319876,723,0,181.4442896935933,123.0,32301.4327358267,975.0,1.0,262.70612813370474,183.0,1.0,0.0,0.2790905292479109,0.276,108,0.0,22.394150417827298,17.0,406.9783199885005,240,0,44.83147632311978,28.5,2193.2002909833996,189.0,0.0,,4.775
137,2008,9,0,0.19428571428571428,0.0,0.4829429797670141,738,2,185.81857142857143,132.0,32087.01281626814,987.0,3.0,268.0442857142857,193.0,0.688,0.0,0.27186571428571427,0.2675,105,0.0,23.338571428571427,18.0,422.8708992438177,265,0,46.97714285714286,32.0,2236.2398201512365,31.5,0.0,5.1612,4.5
138,2009,9,0,0.2085048010973937,0.0,0.516905590979665,720,1,178.07407407407408,129.0,30139.0,982.0,2.0,256.6241426611797,191.0,0.8,0.0,0.27451303155006856,0.267,103,0.0,22.79835390946502,17.0,397.28757970424635,269,0,46.07818930041152,33.0,2271.396350563017,135.0,0.0,5.695308641975308,4.46
139,2010,9,0,0.2412280701754386,0.0,0.6869654003236495,752,1,189.93567251461988,133.5,34917.5185499131,1001.0,3.0,271.2763157894737,189.5,0.818,0.0,0.268953216374269,0.262,96,0.0,23.067251461988302,17.5,435.14920414750884,233,0,50.154970760233915,33.0,2575.343445240725,67.5,0.0,5.30687134502924,4.275
140,2011,11,0,0.2446958981612447,0.0,0.7969796170228112,753,1,184.6987270155587,120.0,36185.84253378798,996.0,1.0,262.01555869872703,175.0,0.667,0.0,0.2605035360678925,0.258,91,0.0,21.241867043847243,15.0,393.7841936763486,250,0,48.78076379066478,31.0,2693.1685812854857,54.0,0.0,4.713847241867044,4.01
141,2012,6,0,0.1772853185595568,0.0,0.39293686438887204,715,0,180.14681440443212,126.0,31022.824462792138,956.0,2.0,255.095567867036,177.0,1.0,0.0,0.2670443213296399,0.256,105,0.0,20.372576177285318,15.0,350.2479570156869,239,0,50.45152354570637,36.0,2526.272958840638,135.0,0.0,,3.48
142,2013,5,0,0.17079889807162535,0.0,0.3404426712263703,725,0,180.38567493112947,121.5,31990.052428992116,956.0,1.0,254.64600550964187,178.5,0.7,0.0,,0.251,88,0.0,20.165289256198346,15.0,338.560227985181,277,0,50.56473829201102,34.0,2652.797872138311,108.0,0.0,,6.91
143,2014,6,0,0.1581769436997319,0.0,0.35346996059521024,731,0,175.39008042895443,114.5,31980.92548536265,961.0,1.0,246.55361930294907,165.0,1.0,0.0,,0.238,96,0.0,18.79356568364611,14.0,332.52377062453894,269,0,50.189008042895445,32.0,2726.6232884106735,81.0,0.0,,4.15
144,2015,4,0,0.12855377008652658,0.0,0.2582059503849025,698,0,160.96786155747836,102.0,27803.922233168927,911.0,1.0,226.9814585908529,149.0,1.0,0.0,0.2631038318912237,0.256,84,0.0,17.3955500618047,12.0,280.7220593814635,301,0,46.286773794808404,29.0,2532.4869659401047,90.0,0.0,,4.07
145,2016,6,0,0.10072815533980582,0.0,0.22920967570692116,690,1,157.66868932038835,103.5,26483.169565230215,951.0,1.0,224.00485436893203,151.0,0.667,0.0,0.26798300970873784,0.259,86,0.0,18.310679611650485,13.0,303.69922967122415,284,0,47.30825242718446,31.0,2545.8659828475033,54.0,0.0,5.245,4.37
146,2017,5,0,0.07032181168057211,0.0,0.12750717554993585,643,0,154.67342073897498,108.0,23596.63546215093,885.0,1.0,220.85220500595946,153.0,1.0,0.0,,0.241,93,0.0,18.866507747318234,13.0,317.8556669065628,308,0,47.79976162097736,31.0,2475.2915989884536,135.0,0.0,,5.34
147,2018,2,0,0.04703247480403135,0.0,0.06280788795765771,662,0,146.0996640537514,95.0,23541.86113217401,874.0,1.0,207.32250839865623,135.0,1.0,0.0,,0.245,95,0.0,17.565509518477043,12.0,300.56661176364247,300,0,46.1444568868981,30.0,2611.632696257388,81.0,0.0,,4.35
148,2019,3,0,0.04838709677419355,0.0,0.07408243341782701,669,0,140.0752688172043,87.5,22242.336632058985,875.0,1.0,200.55591397849463,131.0,1.0,0.0,,0.25,86,0.0,17.091397849462364,12.0,258.0207009502645,326,0,46.046236559139786,29.0,2660.089356111902,162.0,0.0,,6.085
149,2020,2,0,0.03766233766233766,0.0,0.04669413811156334,252,1,60.26753246753247,48.0,3000.9764477395165,344.0,1.0,86.37142857142857,70.0,0.857,0.0,0.2618025974025974,0.25,34,0.0,7.911688311688311,7.0,41.13653420701535,122,0,20.241558441558443,15.0,384.56316011686624,81.0,0.0,6.497467532467533,4.49
150,1871,31,0,12.157894736842104,2.0,161.69590643274853,849,3,355.2631578947368,88.0,122868.64912280702,1349.0,3.0,590.2631578947369,160.0,,,,,75,0.0,20.68421052631579,11.0,440.7836257309942,34,0,9.210526315789474,1.0,116.39766081871345,27.0,0.0,5.991578947368421,4.5
151,1872,53,0,13.625,8.0,270.5054347826087,1491,24,410.75,231.5,210861.15217391305,2251.0,50.0,663.6666666666666,421.0,,,,,52,0.0,10.958333333333334,6.5,156.3894927536232,57,0,11.041666666666666,3.5,266.3894927536232,10.5,1.8,4.810416666666667,4.4
152,1873,51,0,14.48,2.0,370.0933333333333,1490,15,430.16,102.0,299846.64,2353.0,24.0,691.76,183.0,,,,,62,0.0,13.4,6.0,333.25,79,0,11.12,2.0,369.36,12.0,0.0,4.304,3.6
153,1874,65,0,25.823529411764707,17.0,676.5294117647059,1852,10,735.8235294117648,530.0,503921.5294117647,2784.0,23.0,1137.764705882353,846.0,,,,,43,0.0,14.0,12.0,204.25,101,0,21.0,12.0,764.0,16.2,1.62,4.089411764705882,2.25
154,1875,69,0,13.212765957446809,5.0,330.9537465309898,1877,3,395.1276595744681,186.0,265060.8963922294,2759.0,9.0,576.2127659574468,266.0,,,,,24,0.0,5.297872340425532,3.0,37.170212765957444,82,0,14.361702127659575,3.0,516.5837187789084,22.5,0.0,4.318510638297872,2.71
155,1876,66,0,13.882352941176471,1.5,406.9554367201426,1866,0,418.1764705882353,41.5,326840.14973262034,2568.0,2.0,604.0,67.5,,,,,51,0.0,9.882352941176471,1.0,207.37967914438502,122,0,17.323529411764707,1.5,919.2557932263815,20.25,0.0,,2.795
156,1877,61,0,17.157894736842106,6.0,439.4736842105263,1677,3,511.7368421052632,276.0,333385.5380116959,2328.0,7.0,737.3157894736842,439.0,,,,,53,0.0,18.210526315789473,11.0,345.953216374269,170,0,38.21052631578947,11.0,2531.1754385964914,18.0,0.75,4.26,3.51
157,1878,57,0,16.0,7.5,400.76190476190476,1598,3,453.27272727272725,213.0,302550.87445887446,2159.0,8.0,637.1363636363636,304.0,,,,,56,0.0,16.545454545454547,10.5,259.4025974025974,182,0,49.13636363636363,19.5,3875.45670995671,18.0,1.51,3.9936363636363637,2.46
158,1879,75,0,23.423076923076923,14.0,657.1338461538462,2040,3,668.8846153846154,422.5,502945.38615384616,2906.0,13.0,948.6923076923077,602.5,,,,,74,0.0,19.53846153846154,15.5,393.29846153846154,239,0,70.88461538461539,44.0,5594.106153846154,81.0,1.57,6.16423076923077,2.57
159,1880,72,0,18.424242424242426,9.0,565.064393939394,1973,4,548.3030303030303,231.0,454064.0303030303,2669.0,10.0,758.8181818181819,335.0,,,,,99,0.0,22.393939393939394,9.0,740.2462121212121,268,0,60.27272727272727,17.0,7066.704545454545,15.0,0.0,3.522727272727273,2.57
160,1881,57,0,20.35483870967742,12.0,407.63655913978494,1657,9,579.516129032258,345.0,313007.45806451613,2301.0,10.0,819.7096774193549,473.0,,,,,90,0.0,33.41935483870968,21.0,968.1182795698925,212,0,57.54838709677419,28.0,4285.855913978495,7.88,0.0,3.3725806451612903,3.17
161,1882,65,0,14.594594594594595,4.0,327.340244353943,1787,3,411.4594594594595,114.0,246152.19696408737,2412.0,6.0,585.5135135135135,174.5,,,,,103,0.0,21.472972972972972,8.0,666.52665679378,201,0,45.148648648648646,10.5,3751.087189929656,18.0,0.0,3.968918918918919,3.0999999999999996
162,1883,72,0,15.75,6.5,403.2664835164835,1969,3,452.4673913043478,184.0,307564.22969421884,2741.0,3.0,652.6413043478261,266.5,,,,,123,0.0,25.315217391304348,14.5,833.2072384137601,359,0,57.54347826086956,16.5,6845.107978977544,31.5,0.0,4.923804347826087,3.6550000000000002
163,1884,73,0,12.224576271186441,3.0,302.2940317345835,2036,0,342.521186440678,98.5,221269.6718896502,2672.0,4.0,489.0169491525424,141.0,,,,,146,0.0,20.96186440677966,8.0,784.215560764515,469,0,62.86864406779661,13.0,9576.701821132348,54.0,0.0,,3.0
164,1885,68,0,14.491525423728813,6.5,326.28625235404894,1869,3,399.6694915254237,189.5,234921.6419672606,2487.0,3.0,564.4661016949152,272.0,,,,,131,0.0,29.906779661016948,18.5,1049.1963638997538,308,0,56.813559322033896,20.5,5982.870925684485,27.0,0.0,4.467966101694915,3.605
165,1886,66,0,14.212765957446809,4.0,361.3544072948328,1766,1,388.97872340425533,94.0,260253.12097264436,2477.0,3.0,560.049645390071,153.0,,,,,207,0.0,39.52482269503546,16.0,2224.0225937183386,513,0,64.19148936170212,15.0,9536.5273556231,36.0,0.0,5.597943262411348,4.22
166,1887,66,0,14.722627737226277,5.0,322.7460283383426,1768,0,402.26277372262774,150.0,231521.32750107342,2492.0,1.0,594.3576642335767,221.0,,,,,205,0.0,44.175182481751825,24.0,2249.0867325032204,355,0,43.175182481751825,12.0,3827.7779089738083,40.5,0.0,,3.86
167,1888,64,0,17.371900826446282,10.0,312.78553719008266,1754,1,477.56198347107437,278.0,228662.09820936638,2286.0,4.0,669.8925619834711,427.0,,,,,157,0.0,39.05785123966942,27.0,1407.1382920110193,335,0,68.0495867768595,35.0,5504.230853994491,54.0,0.0,4.166776859504132,3.15
168,1889,68,0,14.96124031007752,6.0,268.7719234496124,1860,1,442.3333333333333,180.0,215386.00520833334,2641.0,1.0,655.1162790697674,281.0,,,,,274,0.0,56.72093023255814,32.0,3184.062136627907,368,0,59.57364341085271,24.0,4899.183987403101,27.0,0.0,5.319922480620155,4.31
169,1890,65,0,13.649289099526067,8.0,229.38117806364252,1809,0,400.49289099526067,238.0,185054.59399684044,2506.0,2.0,599.4881516587677,386.0,,,,,289,0.0,55.54976303317535,33.0,3367.0010832769126,341,0,51.87677725118483,22.0,4491.908553373956,60.0,0.0,,4.42
170,1891,56,0,13.180555555555555,6.0,232.6524864024864,1683,1,405.28472222222223,206.0,196340.24703768454,2371.0,3.0,602.5,307.5,,,,,262,0.0,55.798611111111114,31.0,3587.6304875679875,337,0,53.166666666666664,23.5,4515.132867132867,81.0,0.0,5.236319444444445,3.9000000000000004
171,1892,67,0,14.754545454545454,6.5,276.0768140116764,1866,3,439.27272727272725,239.5,221106.20016680568,2639.0,9.0,642.5727272727273,373.5,,,,,270,0.0,56.163636363636364,32.0,3453.6243536280235,314,0,54.345454545454544,26.0,4408.760300250208,36.0,0.0,4.703636363636363,3.415
